MSZoning,LotArea,Street,Neighborhood,BldgType,OverallQual,OverallCond,Exterior1st,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleCondition,SalePrice
RL,13000,Pave,NAmes,1Fam,6,6,VinylSd,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,Y,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968,Fin,1,509,TA,TA,Y,0,72,0,252,0,NA,NA,NA,0,6,Normal,193500
RM,4500,Pave,Mitchel,TwnhsE,6,5,VinylSd,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,Y,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,NA,Attchd,1998,Fin,2,405,TA,TA,Y,0,199,0,0,0,NA,NA,NA,0,3,Normal,153500
RL,10206,Pave,Somerst,1Fam,8,5,VinylSd,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,Y,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,758,TA,TA,Y,144,99,0,0,0,NA,NA,NA,0,10,Normal,245000
RL,8892,Pave,NAmes,1Fam,5,5,MetalSd,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,Y,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1974,Unf,2,461,TA,TA,Y,74,0,0,0,0,NA,NA,NA,0,7,Normal,126500
RL,8530,Pave,Gilbert,1Fam,7,5,HdBoard,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,Y,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995,Fin,2,400,TA,TA,Y,120,72,0,0,0,NA,NA,Shed,700,5,Normal,168500
RL,16059,Pave,NoRidge,1Fam,8,5,HdBoard,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,Y,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991,Unf,2,462,TA,TA,Y,127,82,0,0,0,NA,NA,NA,0,4,Normal,260000
RL,11911,Pave,Gilbert,1Fam,6,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,Y,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005,Fin,2,400,TA,TA,Y,100,38,0,0,0,NA,NA,NA,0,3,Normal,174000
FV,3951,Pave,Somerst,TwnhsE,6,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,Y,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,NA,Detchd,2009,RFn,2,528,TA,TA,Y,0,234,0,0,0,NA,NA,NA,0,6,Partial,164500
C (all),8470,Pave,IDOTRR,1Fam,3,2,Plywood,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,N,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,156,0,0,NA,MnPrv,NA,0,10,Abnorml,85000
RL,8070,Pave,CollgCr,1Fam,4,5,VinylSd,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,Y,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,NA,NA,NA,0,8,Normal,123600
RL,7200,Pave,NAmes,1Fam,4,5,BrkFace,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Y,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1950,Unf,2,420,TA,TA,Y,0,29,0,0,0,NA,NA,NA,0,7,Normal,109900
RL,8500,Pave,NAmes,1Fam,5,3,HdBoard,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,Y,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,NA,Attchd,1961,Unf,2,480,TA,TA,Y,0,0,0,0,0,NA,GdWo,NA,0,12,Abnorml,98600
RL,13360,Pave,Crawfor,1Fam,5,7,Wd Sdng,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,Y,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1921,Unf,2,432,TA,TA,Y,0,0,44,0,0,NA,NA,NA,0,8,Normal,163500
C (all),7200,Pave,OldTown,2fmCon,6,6,MetalSd,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,N,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900,Unf,2,506,TA,TA,Y,0,0,0,99,0,NA,NA,NA,0,11,Normal,133900
RL,9337,Pave,CollgCr,1Fam,6,5,VinylSd,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,Y,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1997,RFn,2,684,TA,TA,Y,0,162,0,0,0,NA,NA,NA,0,5,Normal,204750
RL,9765,Pave,Gilbert,1Fam,6,8,VinylSd,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,Y,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993,Fin,2,420,TA,TA,Y,232,63,0,0,0,NA,NA,Shed,480,4,Normal,185000
RL,10264,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,Y,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999,RFn,2,472,TA,TA,Y,158,29,0,0,0,NA,NA,NA,0,8,Normal,214000
RL,10921,Pave,Edwards,1Fam,4,5,HdBoard,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,Y,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1965,Fin,1,432,TA,TA,P,120,0,0,0,0,NA,NA,NA,0,5,Normal,94750
RL,10625,Pave,Edwards,1Fam,5,5,Wd Sdng,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,N,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,NA,Basment,1920,Unf,1,366,Fa,TA,Y,0,0,77,0,0,NA,NA,Shed,400,5,Abnorml,83000
RL,9320,Pave,NAmes,1Fam,4,5,Plywood,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,Y,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,352,0,0,0,0,NA,NA,Shed,400,1,Normal,128950
RL,10603,Pave,NWAmes,1Fam,6,7,Plywood,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,Y,1610,0,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977,RFn,2,480,TA,TA,Y,168,68,0,0,0,NA,NA,NA,0,2,Normal,205000
RL,9206,Pave,SawyerW,1Fam,6,5,HdBoard,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,Y,977,755,0,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985,Fin,2,476,TA,TA,Y,192,46,0,0,0,NA,NA,NA,0,6,Normal,178000
RL,7018,Pave,SawyerW,Duplex,5,5,HdBoard,TA,Fa,Slab,NA,NA,NA,NA,0,NA,0,0,0,Y,1535,0,0,1535,0,0,2,0,4,2,TA,8,Typ,0,NA,Attchd,1979,Unf,2,410,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,6,Alloca,118964
RL,10402,Pave,CollgCr,1Fam,7,5,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,Y,1226,0,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,2009,RFn,3,740,TA,TA,Y,0,36,0,0,0,NA,NA,NA,0,5,Normal,198900
RM,7758,Pave,IDOTRR,1Fam,7,4,Stucco,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,Y,1226,592,0,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951,Unf,1,240,TA,TA,Y,0,0,0,184,0,NA,NA,NA,0,6,Normal,169500
FV,9375,Pave,Somerst,1Fam,8,5,VinylSd,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,Y,1053,939,0,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003,RFn,2,648,TA,TA,Y,140,45,0,0,0,NA,NA,NA,0,8,Normal,250000
RM,10800,Pave,OldTown,1Fam,4,7,VinylSd,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,Y,1047,0,0,1047,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,1954,Unf,1,273,Fa,Fa,N,0,0,0,0,0,NA,NA,Shed,450,8,Normal,100000
RM,6000,Pave,OldTown,1Fam,5,5,VinylSd,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,Y,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1948,Unf,1,250,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,4,Partial,115000
RM,8500,Pave,IDOTRR,1Fam,5,7,CemntBd,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,793,N,997,520,0,1517,0,0,2,0,3,1,Fa,7,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,0,144,0,0,NA,NA,NA,0,8,Normal,115000
RL,11751,Pave,NWAmes,1Fam,6,6,Plywood,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,0,1139,1844,Y,1844,0,0,1844,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1977,RFn,2,546,TA,TA,Y,0,122,0,0,0,NA,MnPrv,NA,0,1,Normal,190000
RL,9525,Pave,Edwards,1Fam,6,4,Wd Sdng,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,0,550,994,Y,1216,639,0,1855,0,0,2,0,4,1,TA,7,Typ,0,NA,Attchd,1954,Unf,1,325,TA,TA,Y,182,0,0,0,0,NA,NA,NA,0,10,Normal,136900
RL,7750,Pave,Gilbert,1Fam,7,5,VinylSd,TA,TA,PConc,Gd,TA,No,GLQ,250,Unf,0,134,384,Y,774,656,0,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2000,Fin,2,400,TA,TA,Y,180,0,0,0,0,NA,NA,NA,0,4,Normal,180000
RL,9965,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,0,280,1264,Y,1282,1414,0,2696,1,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2007,Fin,3,792,TA,TA,Y,120,184,0,168,0,NA,NA,NA,0,10,Partial,383970
RL,21000,Pave,Crawfor,1Fam,6,5,Wd Sdng,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35,Rec,869,905,1809,Y,2259,0,0,2259,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Basment,1953,Unf,2,450,TA,TA,Y,166,120,192,0,0,NA,MnPrv,NA,0,10,Abnorml,217000
RL,7259,Pave,Crawfor,1Fam,6,8,Wd Sdng,TA,TA,CBlock,TA,TA,No,ALQ,774,LwQ,150,104,1028,Y,1436,884,0,2320,1,0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,1945,Unf,1,180,TA,TA,Y,224,0,0,0,0,NA,MnPrv,NA,0,7,Normal,259500
FV,3230,Pave,Somerst,TwnhsE,6,5,MetalSd,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,0,310,729,Y,729,729,0,1458,0,0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,1999,Unf,2,440,TA,TA,Y,0,32,0,0,0,NA,NA,NA,0,6,Normal,176000
RL,11616,Pave,Sawyer,1Fam,5,5,Wd Sdng,TA,TA,CBlock,TA,TA,No,LwQ,170,BLQ,670,252,1092,Y,1092,0,0,1092,0,1,1,0,3,1,TA,6,Typ,1,Po,Attchd,1962,Unf,1,288,TA,TA,Y,0,20,144,0,0,NA,NA,NA,0,9,Normal,139000
RL,8536,Pave,Edwards,1Fam,5,5,VinylSd,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1125,1125,Y,1125,0,0,1125,0,0,1,1,2,1,TA,5,Typ,0,NA,Attchd,2007,Unf,2,430,TA,TA,Y,80,64,0,0,0,NA,NA,NA,0,4,Partial,155000
RL,12376,Pave,SawyerW,1Fam,7,5,Plywood,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,Unf,0,203,1673,Y,1699,1523,0,3222,1,0,3,0,5,1,Gd,11,Typ,2,TA,Attchd,1990,Unf,3,594,TA,TA,Y,367,0,0,0,0,NA,NA,NA,0,5,Normal,320000
RL,8461,Pave,CollgCr,1Fam,6,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,2,390,TA,TA,Y,0,24,0,0,0,NA,NA,NA,0,7,Partial,163990
RL,21453,Pave,ClearCr,1Fam,6,5,Plywood,TA,TA,CBlock,TA,TA,Gd,ALQ,938,Unf,0,0,938,Y,988,0,0,988,1,0,1,0,1,1,TA,4,Typ,2,TA,Attchd,1969,Unf,2,540,TA,TA,Y,0,130,0,0,0,NA,NA,NA,0,10,Normal,180000
RM,6060,Pave,IDOTRR,1Fam,4,5,AsbShng,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,732,732,Y,772,351,0,1123,0,0,1,0,3,1,TA,4,Typ,0,NA,Detchd,1979,Unf,1,264,TA,TA,P,0,0,140,0,0,NA,MnPrv,NA,0,6,Normal,100000
RL,9464,Pave,NAmes,1Fam,6,7,MetalSd,TA,Gd,CBlock,TA,TA,No,BLQ,570,Unf,0,510,1080,Y,1080,0,0,1080,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1958,Unf,1,288,TA,TA,Y,0,0,0,130,0,NA,NA,NA,0,6,Normal,136000
RL,7892,Pave,SawyerW,TwnhsE,6,5,Plywood,Gd,TA,PConc,Gd,TA,No,GLQ,300,Unf,0,899,1199,Y,1199,0,0,1199,0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,1993,RFn,2,530,TA,TA,Y,0,63,0,0,0,NA,NA,NA,0,3,Normal,153900
RL,17043,Pave,NWAmes,1Fam,6,5,HdBoard,TA,Gd,CBlock,Gd,Fa,No,Unf,0,Unf,0,1362,1362,Y,1586,0,0,1586,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1979,Unf,2,435,TA,TA,Y,192,0,0,0,0,NA,NA,NA,0,1,Normal,181000
RM,6780,Pave,IDOTRR,2fmCon,6,8,Wd Sdng,TA,Fa,CBlock,TA,TA,Av,GLQ,490,Unf,0,30,520,N,520,0,234,754,1,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,53,0,0,0,0,NA,NA,NA,0,6,Normal,84500
RL,4928,Pave,NPkVill,TwnhsE,6,5,Plywood,TA,TA,CBlock,Gd,TA,No,ALQ,120,Unf,0,958,1078,Y,958,0,0,958,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1977,RFn,2,440,TA,TA,Y,0,205,0,0,0,NA,NA,NA,0,2,Normal,128000
RM,4388,Pave,OldTown,1Fam,5,7,WdShing,TA,Gd,BrkTil,TA,TA,No,LwQ,116,Unf,0,556,672,Y,840,0,0,840,0,0,1,0,3,1,TA,5,Typ,1,TA,NA,NA,NA,0,0,NA,NA,N,0,0,0,0,0,NA,NA,NA,0,6,Normal,87000
RL,7590,Pave,NAmes,1Fam,6,5,VinylSd,TA,TA,CBlock,TA,TA,No,BLQ,512,Unf,0,148,660,Y,660,688,0,1348,0,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1966,RFn,2,453,TA,TA,Y,188,108,0,0,0,NA,NA,NA,0,7,Normal,155000
RL,8973,Pave,NAmes,1Fam,5,7,Plywood,TA,TA,CBlock,TA,TA,No,Rec,567,BLQ,28,413,1008,Y,1053,0,0,1053,0,1,1,1,3,1,Ex,6,Typ,0,NA,2Types,1998,RFn,2,750,TA,TA,Y,0,80,0,0,0,NA,MnWw,NA,0,7,Abnorml,150000
RL,14200,Pave,NAmes,1Fam,7,6,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,445,Unf,0,479,924,Y,1216,941,0,2157,0,0,2,1,4,1,Gd,8,Typ,2,Gd,Attchd,1966,Fin,2,487,TA,TA,Y,105,66,0,0,0,NA,GdPrv,NA,0,5,Normal,226000
RL,12224,Pave,Gilbert,1Fam,6,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,297,992,Y,1022,1032,0,2054,1,0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2000,RFn,2,390,TA,TA,Y,24,48,0,0,0,NA,NA,NA,0,7,Normal,244000
RL,7388,Pave,NAmes,1Fam,5,6,MetalSd,TA,TA,CBlock,TA,TA,No,Rec,405,Unf,0,658,1063,Y,1327,0,0,1327,1,0,1,0,3,1,Gd,7,Typ,0,NA,Detchd,1974,Unf,2,624,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Normal,150750
RL,6853,Pave,Timber,1Fam,8,5,VinylSd,Gd,TA,PConc,Ex,TA,No,GLQ,1005,Unf,0,262,1267,Y,1296,0,0,1296,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2001,Fin,2,471,TA,TA,Y,192,25,0,0,0,NA,NA,NA,0,6,Normal,220000
RL,10335,Pave,Sawyer,1Fam,5,6,Plywood,TA,TA,CBlock,TA,TA,No,Rec,570,Unf,0,891,1461,Y,1721,0,0,1721,0,0,2,1,3,1,TA,7,Min1,1,TA,Attchd,1968,RFn,2,440,TA,TA,Y,0,96,180,0,0,NA,MnPrv,NA,0,7,Normal,180000
RL,10400,Pave,NWAmes,1Fam,7,6,Plywood,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1304,1304,Y,1682,0,0,1682,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1970,Unf,2,530,TA,TA,Y,98,0,0,0,0,NA,MnPrv,NA,0,5,Normal,174000
RL,10355,Pave,NAmes,1Fam,5,5,MetalSd,TA,TA,CBlock,TA,TA,No,BLQ,695,Unf,0,519,1214,Y,1214,0,0,1214,0,0,2,0,3,1,TA,5,Typ,1,Fa,Attchd,1967,RFn,1,318,TA,TA,Y,0,111,0,0,0,NA,NA,NA,0,7,Normal,143000
RL,11070,Pave,Mitchel,Duplex,7,5,VinylSd,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1907,1907,Y,1959,0,0,1959,0,0,3,0,5,2,TA,9,Typ,0,NA,2Types,1989,Unf,3,766,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,7,Family,171000
RL,9066,Pave,CollgCr,1Fam,8,5,VinylSd,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,0,336,1004,Y,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,2,TA,Attchd,1999,Fin,3,660,TA,TA,Y,224,106,0,0,0,NA,GdPrv,NA,0,12,Normal,230000
RL,15426,Pave,CollgCr,1Fam,6,5,VinylSd,TA,TA,PConc,Gd,TA,No,GLQ,821,Unf,0,107,928,Y,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1997,RFn,2,470,TA,TA,Y,276,99,0,0,0,NA,MnPrv,NA,0,8,Normal,231500
RL,10500,Pave,NAmes,1Fam,4,5,HdBoard,TA,TA,CBlock,TA,TA,No,ALQ,432,Unf,0,432,864,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,1,Po,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,NA,NA,NA,0,4,Normal,115000
RL,11645,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,434,1734,Y,1734,0,0,1734,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2005,Fin,2,660,TA,TA,Y,160,24,0,0,0,NA,NA,NA,0,1,Normal,260000
RL,8520,Pave,NAmes,1Fam,5,4,BrkFace,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,0,403,910,Y,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,NA,Detchd,2000,Unf,2,720,TA,TA,Y,0,0,0,0,0,NA,MnPrv,NA,0,6,Normal,166000
RL,10335,Pave,CollgCr,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,Unf,0,811,1490,Y,1501,0,0,1501,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1999,RFn,2,577,TA,TA,Y,144,29,0,0,0,NA,NA,NA,0,6,Normal,204000
RM,9100,Pave,Sawyer,Duplex,5,5,HdBoard,TA,TA,CBlock,TA,TA,No,Rec,1332,Unf,0,396,1728,Y,1728,0,0,1728,1,0,2,0,6,2,TA,10,Typ,0,NA,Detchd,1963,Unf,2,504,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,11,Abnorml,125000
RM,2522,Pave,Edwards,Twnhs,6,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,Y,970,739,0,1709,0,0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,2004,Unf,2,380,TA,TA,Y,0,40,0,0,0,NA,NA,NA,0,4,Normal,130000
RM,6120,Pave,BrkSide,1Fam,5,7,Wd Sdng,TA,TA,BrkTil,TA,TA,No,BLQ,209,Unf,0,506,715,Y,875,0,0,875,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1931,Unf,1,180,Fa,TA,Y,48,0,0,0,0,NA,NA,NA,0,11,Normal,105000
RL,9505,Pave,Gilbert,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,884,884,Y,884,1151,0,2035,0,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2001,Fin,2,434,TA,TA,Y,144,48,0,0,0,NA,NA,NA,0,5,Normal,222500
RL,7500,Pave,SawyerW,1Fam,7,5,VinylSd,TA,TA,PConc,Gd,TA,No,GLQ,680,Unf,0,400,1080,Y,1080,0,0,1080,1,0,1,0,3,1,Gd,6,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,0,0,0,0,0,NA,NA,NA,0,4,Normal,141000
RM,6240,Pave,BrkSide,1Fam,5,4,MetalSd,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,896,896,Y,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,NA,Detchd,1936,Unf,1,240,Fa,TA,Y,200,114,0,0,0,NA,NA,NA,0,4,Normal,115000
RL,10356,Pave,CollgCr,1Fam,5,6,HdBoard,TA,TA,CBlock,TA,TA,Av,BLQ,716,Unf,0,253,969,Y,969,0,0,969,0,0,1,1,3,1,TA,5,Typ,0,NA,Attchd,1975,Unf,2,440,TA,TA,Y,0,0,0,0,0,NA,MnPrv,NA,0,1,Normal,122000
RL,13891,Pave,NridgHt,1Fam,8,5,VinylSd,Gd,TA,PConc,Ex,TA,Gd,GLQ,1400,Unf,0,310,1710,Y,1710,0,0,1710,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,3,866,TA,TA,Y,0,102,0,0,0,NA,NA,NA,0,1,Partial,372402
RL,14803,Pave,NWAmes,1Fam,6,5,HdBoard,TA,TA,CBlock,TA,TA,No,Rec,416,Unf,0,409,825,Y,1097,896,0,1993,0,0,2,1,4,1,TA,8,Typ,1,Gd,Attchd,1971,RFn,2,495,TA,TA,Y,0,66,0,0,0,NA,GdWo,NA,0,6,Normal,190000
RL,13500,Pave,ClearCr,1Fam,6,7,BrkFace,TA,TA,CBlock,Gd,TA,Gd,BLQ,429,ALQ,1080,93,1602,Y,1252,0,0,1252,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1960,RFn,2,564,TA,TA,Y,409,0,0,0,0,NA,NA,NA,0,3,Normal,235000
RM,11340,Pave,OldTown,1Fam,6,5,Wd Sdng,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1200,1200,Y,1200,0,0,1200,0,0,1,0,4,1,TA,7,Typ,0,NA,Detchd,1923,Unf,1,312,Fa,Fa,Y,0,0,228,0,0,NA,NA,NA,0,3,Family,125000
RL,9600,Pave,Edwards,1Fam,6,5,Wd Sdng,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,572,572,N,572,524,0,1096,0,0,1,0,2,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,N,0,8,128,0,0,NA,NA,NA,0,4,Normal,79000
RL,7200,Pave,NAmes,1Fam,5,7,Wd Sdng,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,Y,1040,0,0,1040,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1950,Unf,2,625,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,6,Normal,109500
RL,12003,Pave,Timber,1Fam,8,5,VinylSd,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,774,774,Y,774,1194,0,1968,0,0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,2009,Fin,3,680,TA,TA,Y,0,75,0,0,0,NA,NA,NA,0,5,Partial,269500
FV,12552,Pave,Somerst,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,No,GLQ,222,Unf,0,769,991,Y,991,956,0,1947,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004,RFn,2,678,TA,TA,Y,0,136,0,0,0,NA,GdWo,NA,0,5,Normal,254900
RL,19378,Pave,Gilbert,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Mn,GLQ,57,Unf,0,1335,1392,Y,1392,1070,0,2462,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,2006,RFn,2,576,TA,TA,Y,239,132,0,0,0,NA,NA,NA,0,3,Partial,320000
RL,11120,Pave,Veenker,1Fam,6,6,Plywood,TA,TA,PConc,Gd,TA,No,BLQ,660,Unf,0,572,1232,Y,1232,0,0,1232,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,1984,Unf,2,516,TA,TA,Y,0,0,0,0,0,NA,NA,NA,0,6,Normal,162500
RL,13688,Pave,NridgHt,1Fam,9,5,VinylSd,Gd,TA,PConc,Ex,TA,Av,GLQ,1016,Unf,0,556,1572,Y,1572,1096,0,2668,1,0,2,1,3,1,Ex,10,Typ,2,Gd,BuiltIn,2003,Fin,3,726,TA,TA,Y,400,0,0,0,0,NA,NA,NA,0,3,Normal,412500
RL,12182,Pave,NridgHt,1Fam,7,5,VinylSd,Gd,TA,PConc,Gd,TA,Mn,BLQ,1201,Unf,0,340,1541,Y,1541,0,0,1541,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005,RFn,2,532,TA,TA,Y,0,70,0,0,0,NA,NA,NA,0,5,Partial,220000
